gene_id	gene_short_name	E12.5_DFL_WT_RNAseq_rep1	E12.5_DFL_WT_RNAseq_rep2	E12.5_DFL_WT_RNAseq_rep3	E12.5_DFL_DelCBS1.5_RNAseq_rep1	E12.5_DFL_DelCBS1.5_RNAseq_rep2	E12.5_DFL_DelCBS1.5_RNAseq_rep3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000032221	Mns1	482.443345105132	630.247716037637	543.197466596131	844.528461677791	833.88662652945	828.910466334229	693.869013713395	-0.599110402993712	0.108910987032417	-5.50091794517839	3.77819022512848e-08	0.000504237267445647
ENSMUSG00000037773	Pced1a	823.46358904639	703.364689630239	661.283872377899	453.378437321761	493.341309587483	492.865682685217	604.616263441498	0.603692837367101	0.112962060851552	5.34420877962236	9.08128494106379e-08	0.000605994144117187
ENSMUSG00000029016	Clcn6	1258.76590043023	1140.0068981269	792.087275705396	696.365573664143	635.151969428419	711.56149426632	872.323185270235	0.642423465139375	0.134784773618447	4.76629108684018	1.87648105114654e-06	0.00357764515837167
ENSMUSG00000027199	Gatm	68.2040487882516	159.621562068356	79.9354131445812	40.4978560570637	37.9493315067294	29.8706474354677	69.3464765000749	1.50251022260348	0.344528054040025	4.36106785785558	1.29429215277489e-05	0.0172736230709337
ENSMUSG00000001918	Slc1a5	648.941464205864	404.717896082992	639.48330515665	294.35027085378	358.521316076733	381.917563639194	454.655302669202	0.711893456290163	0.164469835740734	4.32841349347716	1.50187301212103e-05	0.0180442743051887
ENSMUSG00000056174	Col8a2	200.600143494858	142.11468106731	91.744053722758	62.2284129657319	49.9333309299072	72.5430009147073	103.193937182545	1.23334400596974	0.286067606850599	4.31137247431815	1.62244336626903e-05	0.0180442743051887
ENSMUSG00000022708	Zbtb20	226.678162149189	333.660555549337	237.98952549864	149.150640600405	131.823993654955	179.223884612806	209.754460344222	0.7948228936888	0.191733377941145	4.14545919038042	3.39133399299303e-05	0.0301738289803233
ENSMUSG00000018659	Pnpo	168.50412053568	169.919727363088	213.463887374734	286.448250159718	311.583985002621	273.103062267133	237.170505450496	-0.656541024925528	0.159827627505752	-4.10780686150084	3.9943389744205e-05	0.0332557666851055
ENSMUSG00000034800	Zfp661	292.876209502492	292.467894370407	218.005672212494	147.17513542689	171.770658398881	170.689413916958	215.497497304687	0.713088487636071	0.174169945025565	4.0942109014928	4.23608597067881e-05	0.0332557666851055
ENSMUSG00000065999	Zfp985	55.1650394610858	23.685780177885	4.5417848377603	0.98775258675765	0.998666618598143	4.26723534792396	14.9410431716685	3.75480970485526	0.930420058678808	4.03560700334328	5.44613114806172e-05	0.0355438192632914
ENSMUSG00000025321	Itgb8	264.792189413212	302.766059665139	170.771109899787	150.138393187163	132.822660273553	137.618339970548	193.1514587349	0.809302244608792	0.206713178390676	3.91509748391202	9.03676883060503e-05	0.0499600977723936
ENSMUSG00000047281	Sfn	202.606144929806	188.456424893607	256.156664849681	305.215549308114	324.566651044397	364.848622247498	273.641676212184	-0.616728671849817	0.157866553973235	-3.9066455580856	9.35862763606954e-05	0.0499600977723936
