gene_id	gene_short_name	E12.5_DFL_WT_RNAseq_rep1	E12.5_DFL_WT_RNAseq_rep2	E12.5_DFL_WT_RNAseq_rep3	E12.5_DFL_DelCBS1.5_RNAseq_rep1	E12.5_DFL_DelCBS1.5_RNAseq_rep2	E12.5_DFL_DelCBS1.5_RNAseq_rep3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000032221	Mns1	482.443345105132	630.247716037637	543.197466596131	844.528461677791	833.88662652945	828.910466334229	693.869013713395	-0.599110402993712	0.108910987032417	-5.50091794517839	3.77819022512848e-08	0.000504237267445647
ENSMUSG00000037773	Pced1a	823.46358904639	703.364689630239	661.283872377899	453.378437321761	493.341309587483	492.865682685217	604.616263441498	0.603692837367101	0.112962060851552	5.34420877962236	9.08128494106379e-08	0.000605994144117187
ENSMUSG00000027342	Pcna	1547.63010706283	1538.54589503305	2106.47980775323	2599.76480834613	2512.64521239293	2376.85008879364	2113.6526532303	-0.527602360291824	0.103317271296319	-5.10662306187545	3.27967049922758e-07	0.00145901608275638
ENSMUSG00000027395	Polr1b	657.968470663133	761.034415280741	894.731613038779	1106.28289716857	1118.50661282992	1109.48119046023	941.334199906895	-0.525977890229273	0.106092797883779	-4.95771532772154	7.13269703654148e-07	0.0019102047252905
ENSMUSG00000035455	Fignl1	863.583617745362	954.639922821715	973.758669215808	1360.13531196528	1575.89592414787	1131.88417603683	1143.31627032214	-0.543250971940494	0.109591173513015	-4.95706866279681	7.15646907421887e-07	0.0019102047252905
ENSMUSG00000029016	Clcn6	1258.76590043023	1140.0068981269	792.087275705396	696.365573664143	635.151969428419	711.56149426632	872.323185270235	0.642423465139375	0.134784773618447	4.76629108684018	1.87648105114654e-06	0.00357764515837167
ENSMUSG00000050368	Hoxd10	1651.94218168015	1720.82342074982	1523.3146345848	1275.18858950413	1152.46127786226	1292.97231042096	1436.11706913369	0.395803831218768	0.0825383834385319	4.79539112264698	1.62357734645785e-06	0.00357764515837167
ENSMUSG00000037266	Rsrp1	3275.80034327102	3498.28675062067	2566.10843333457	1938.95832780527	2141.14123027442	2505.93395806834	2654.37150722905	0.503952442471242	0.107004211925881	4.70965052123667	2.48141902348438e-06	0.00413962728592781
ENSMUSG00000033685	Ucp2	1120.35180141878	1163.69267830479	1557.83219935178	1872.7789044925	1898.46524195507	1643.9524177877	1542.84554055177	-0.494429195076845	0.110362825321281	-4.48003386681609	7.46311965437705e-06	0.011066977211924
ENSMUSG00000027199	Gatm	68.2040487882516	159.621562068356	79.9354131445812	40.4978560570637	37.9493315067294	29.8706474354677	69.3464765000749	1.50251022260348	0.344528054040025	4.36106785785558	1.29429215277489e-05	0.0172736230709337
