gene_id	gene_short_name	E12.5_DFL_WT_RNAseq_rep1	E12.5_DFL_WT_RNAseq_rep2	E12.5_DFL_WT_RNAseq_rep3	E12.5_DFL_DelCBS1.2_RNAseq_rep1	E12.5_DFL_DelCBS1.2_RNAseq_rep2	E12.5_DFL_DelCBS1.2_RNAseq_rep3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000069117	Rps18-ps6	2212.43545783443	1023.57991303503	1254.00576815009	2.14532181330905	2.6080547289041	1.91346870632524	749.447997378014	9.3858045671432	0.57583900360044	16.2993553900627	9.97384631464994e-60	1.3433773601202e-55
ENSMUSG00000050368	Hoxd10	1745.15383096423	1823.45632695259	1604.09433500206	747.644651938205	753.727816653284	871.584995731147	1257.61032620692	1.12353071456966	0.0869573117630726	12.9204858313798	3.44956442945079e-38	2.32310916501363e-34
ENSMUSG00000040152	Thbs1	2535.61209319818	2433.45757576557	2541.48995116307	4415.07229179003	4340.67242047272	3962.79369079957	3371.51633719819	-0.759668959289863	0.0626115703473846	-12.1330443410863	7.05760205167885e-34	3.16862806780208e-30
ENSMUSG00000078249	Hmga1b	714.167384377589	338.283340128846	417.045396577756	4.29064362661811	8.69351576301366	4.7836717658131	247.877325373273	6.34929851637916	0.533216457030412	11.9075441739733	1.08114737255735e-32	3.64049349024373e-29
ENSMUSG00000052957	Gas1	3697.98838498188	3904.44448703552	3583.14691646852	6407.00359544749	5807.26852969312	5914.53177125132	4885.73061414631	-0.696587396012339	0.0603707468402329	-11.5384922743429	8.43914460435704e-31	2.2733367735217e-27
ENSMUSG00000020415	Pttg1	813.76936380117	1020.30620329184	734.612074705773	348.614794662721	336.439060028629	327.203148781616	596.824107545292	1.34280235030227	0.124222075778879	10.8096917708292	3.09708930526202e-27	6.95244930876236e-24
ENSMUSG00000075334	Rprm	509.665447901514	757.318187256192	685.829241619842	1589.68346366201	1453.55583557588	1346.12523489981	1057.02956848587	-1.16805162567762	0.116268658483481	-10.0461434827991	9.55331759628255e-24	1.83819478149042e-20
ENSMUSG00000027570	Col9a3	2756.00796256099	3312.99426010057	2452.53302024167	4879.53446437144	4945.74111757847	4637.29140977922	3830.68370577206	-0.763773389894427	0.0851402518119192	-8.97076733554484	2.94455849583487e-19	4.95753229754998e-16
ENSMUSG00000043099	Hic1	407.944277426368	377.567857047035	371.132141908646	784.115122764459	708.521534685613	708.940155693502	559.703514920937	-0.928091816160864	0.105680211349917	-8.78207759339034	1.60482311580475e-18	2.40170694964158e-15
ENSMUSG00000022483	Col2a1	16731.01335211	16587.8872687051	13569.2798070001	23309.9941625095	23757.6398771637	23283.0872185655	19539.8169476757	-0.585491705307704	0.0687825605378254	-8.51221153631996	1.70646893095429e-17	2.29844300310234e-14
ENSMUSG00000022816	Fstl1	12308.2616274927	12587.4139625363	11860.9241228536	17431.8123940427	16703.7211870544	15809.0784516591	14450.2019576065	-0.442332010722328	0.052659553038883	-8.39984362183471	4.47073605422237e-17	5.4742130831201e-14
ENSMUSG00000043342	Hoxd9	451.387693983461	306.637479278083	367.306037352886	158.75381418487	101.71413442726	151.164027799694	256.160531171042	1.45641785385614	0.186677835268561	7.80177170878852	6.10440047952153e-15	6.85168083822296e-12
ENSMUSG00000034271	Jdp2	164.23730649633	248.801940481861	154.957234508249	450.517580794901	494.661046915477	426.703521510529	323.313105117891	-1.27619227444775	0.164316029335879	-7.76669372796902	8.0561324523935e-15	8.34677292317601e-12
ENSMUSG00000062713	Sim2	79.469664433708	111.306131268201	58.3480944753283	309.999002023158	274.715098111232	221.005635580565	175.807270982032	-1.69870497476262	0.219069201172654	-7.75419349534135	8.89066799144275e-15	8.5534576554816e-12
ENSMUSG00000001506	Col1a1	3724.47827312645	2986.7145223634	3056.10101391269	5589.63598457674	4757.09182552107	4877.43173242304	4165.24222532056	-0.64011119996538	0.0834537512475102	-7.67025077239385	1.716604042834e-14	1.54139599019541e-11
ENSMUSG00000024026	Glo1	1873.36488958394	1446.97970648661	1469.22414941155	999.719965002019	926.728780337256	915.594775976628	1271.93537779967	0.753314047510323	0.0987238310492842	7.63051878663683	2.33810888676137e-14	1.96824928723681e-11
ENSMUSG00000062329	Cytl1	75.2312823305769	52.3793558909182	81.3047218098837	275.673853010213	254.7200118563	171.255449216109	151.760779019	-1.74304862828384	0.229867350814381	-7.58284559381102	3.3805708395771e-14	2.67840639048611e-11
ENSMUSG00000035493	Tgfbi	3613.22074291926	3443.94264982787	3392.7982148195	4807.66618362559	4800.55940433614	4511.00247516176	4094.86494511502	-0.434265771940881	0.0574941642164145	-7.55321479770113	4.24643792140844e-14	3.1775151313028e-11
ENSMUSG00000019230	Lhx9	7009.22440305305	6864.96933145346	7621.60027507239	5016.83506042322	4839.6802252697	5534.70823304576	6147.8362547196	0.482202138886016	0.0642651637439111	7.50332078523186	6.22210326885456e-14	4.41081625937905e-11
ENSMUSG00000045608	Dbx2	92.1848107431013	130.948389727295	64.0872513089671	303.563036583231	281.669910721643	257.361541000745	188.302490014164	-1.55863863881211	0.210898353407521	-7.39047324755702	1.46307135941221e-13	9.85305406996155e-11
ENSMUSG00000026837	Col5a1	5375.32810229601	5396.16489334563	4963.41413495866	7164.30219554559	6690.52973121531	7080.79094775656	6111.75500085296	-0.412042018978655	0.0566826721662173	-7.26927653958119	3.6141784898663e-13	2.3180652419052e-10
ENSMUSG00000001911	Nfix	1378.53377904339	1551.73841826845	1072.26580175152	2094.90675069629	2322.90741187725	2263.63347958276	1780.66427353661	-0.740739705617708	0.102585120106855	-7.22073244975624	5.17082994277585e-13	3.02808297822817e-10
ENSMUSG00000004665	Cnn2	2179.58799653517	2273.04579834964	1902.53049035128	3111.78929020478	3066.20300961492	2952.48221385985	2580.93979981927	-0.523432967243546	0.0724816614355371	-7.22159173612584	5.13825405400324e-13	3.02808297822817e-10
ENSMUSG00000039323	Igfbp2	2385.14952853702	2355.97977851026	2397.05450418316	3274.83374801627	3081.85133798834	3255.7670038124	2791.77265017457	-0.428908663185879	0.0595942974486758	-7.19714270573064	6.1487401704495e-13	3.45072422315768e-10
ENSMUSG00000036904	Fzd8	419.599828209978	464.866783531899	405.567082910479	705.810876578679	749.381058771777	704.156483927689	574.897018988417	-0.744867143187165	0.103910151196343	-7.16837705085909	7.58920461314292e-13	4.08875987737688e-10
ENSMUSG00000016763	Scube1	1256.68029357837	933.00727680698	1254.96229428903	688.648302072206	639.842760157805	683.108328158111	909.37487584375	0.777345527092161	0.110334671540817	7.04534228666814	1.85006152796964e-12	9.58403027700887e-10
ENSMUSG00000018593	Sparc	4096.3963026762	4576.64622096897	3978.19221185066	5833.13001038732	5933.32450825682	5503.13599939139	4986.8042089219	-0.44931556369373	0.063953330232745	-7.0256789139602	2.13027841509144e-12	1.06269333232839e-09
ENSMUSG00000052187	Hbb-y	35941.4802345517	30198.8811442764	36126.0792154787	24698.0173757205	24881.7114653214	25412.7778887055	29543.1578873424	0.447555036441271	0.0638429265245801	7.01025251824818	2.37888379248457e-12	1.14432806432052e-09
ENSMUSG00000054146	Krt15	151.522160186937	135.313336051539	138.696290146272	397.95719636883	355.564794707259	255.44807229442	239.083641625876	-1.2445708908001	0.178543035051457	-6.97070535650635	3.15355825297831e-12	1.46466469342637e-09
ENSMUSG00000041120	Nbl1	2273.89199832983	1990.41552385489	2092.8791920003	2997.01457319275	2816.69910721643	3019.45361858123	2531.72566886257	-0.474209725225573	0.0683904495086626	-6.93385887404508	4.09513199110093e-12	1.83857775960461e-09
ENSMUSG00000074622	Mafb	331.653399570008	413.578664222041	489.741383137182	774.461174604568	797.195395468353	704.156483927689	585.131083488307	-0.880156438809575	0.12705489443516	-6.92737137536046	4.28732041866691e-12	1.86277157158144e-09
ENSMUSG00000022367	Has2	1466.48020768336	1594.29664492982	1552.44192349931	972.903442335656	1022.35745373041	1127.98980237873	1289.41157909288	0.562162767371647	0.0812678810266229	6.91740402567511	4.5999480979673e-12	1.93614690411005e-09
ENSMUSG00000020241	Col6a2	1085.02581840156	975.565503468351	980.439292413303	1517.81518291616	1492.67665650945	1417.880311387	1244.9004608493	-0.542275666124234	0.0790936604557167	-6.85612049056505	7.07557055674016e-12	2.88790484329494e-09
ENSMUSG00000032231	Anxa2	2573.75753212636	2441.096231833	2375.05440298754	3787.56566139713	3398.29531176204	3193.57927085683	2961.55806849382	-0.489799621069258	0.0715598715510125	-6.84461291577497	7.66829326068811e-12	3.03777182141789e-09
ENSMUSG00000060969	Irx1	836.020869842608	1183.99169045096	881.917100102503	1539.26840104925	1596.99884566561	1657.06389967766	1282.5434677981	-0.725124825798072	0.106834726162612	-6.7873513776257	1.14210812927036e-11	4.39515839804072e-09
ENSMUSG00000028063	Lmna	548.870482355477	469.231729856142	456.262968274288	769.097870071296	814.58242699438	806.527059716089	644.095422877945	-0.698271749358672	0.103174170429055	-6.7678930342243	1.30671302592493e-11	4.88892159616191e-09
ENSMUSG00000064080	Fbln2	3508.32078586676	3762.58373149762	3349.75453856721	4717.56266746661	4579.7441039556	4681.3011900247	4099.87783622975	-0.396620232278606	0.0596767038205078	-6.64614844465166	3.00861836524774e-11	1.09521839896005e-08
ENSMUSG00000019539	Rcn3	2594.94944264201	2428.00139286027	2423.83723607347	3426.07893585456	3194.86704290752	3273.94495652249	2890.27983447672	-0.409796189326379	0.0618701375673452	-6.6234892217642	3.50817517372066e-11	1.24346345828536e-08
ENSMUSG00000061527	Krt5	2940.3775840472	3123.119094996	2781.57801203696	4200.54011045913	4673.63407419614	3745.61499263166	3577.47731139451	-0.513290124442644	0.0777901063816496	-6.59839854086801	4.15622757659862e-11	1.43539049305659e-08
ENSMUSG00000069919	Hba-a1	2603.42620684827	3071.83097568614	3783.06087950694	2092.76142888298	1883.88486584506	2010.09887599467	2574.17720546068	0.660612513427184	0.100434851898424	6.57752265214968	4.78351002039642e-11	1.61072741161799e-08
ENSMUSG00000023991	Foxp4	3344.08347937043	4312.56696835226	3302.88475775916	5016.83506042322	5595.14674507559	5714.57429144033	4547.68188373683	-0.57558670872307	0.0876363025154535	-6.56790270928618	5.10288622158506e-11	1.67636035411047e-08
ENSMUSG00000032440	Tgfbr2	1211.11768596971	1156.71077592444	1122.96168711533	1698.02221523412	1648.29058866739	1547.99618341712	1397.51652272135	-0.487608604995743	0.0752818990925213	-6.47710287431077	9.35004484163631e-11	2.99847033266665e-08
ENSMUSG00000032425	Zfp949	1079.72784077265	1304.02771436765	903.917201298119	682.212336632279	614.631564445066	658.233234975883	873.791648748607	0.749488641530592	0.116054075458601	6.45809842152375	1.06026781473889e-10	3.32110399923678e-08
ENSMUSG00000018340	Anxa6	2819.58369410796	2908.14548852702	2497.48974877184	3915.21230928902	3844.27267040464	3511.21507610682	3249.31983120122	-0.454878873785283	0.0710906993954092	-6.39857080678344	1.56838010097973e-10	4.69433590668799e-08
ENSMUSG00000036103	Colec12	455.626076086593	577.26415138116	412.262765883057	961.104172362456	831.969458520407	748.166264173169	664.398814734474	-0.815183036807792	0.127381106680719	-6.39956001364512	1.55825325072816e-10	4.69433590668799e-08
ENSMUSG00000000120	Ngfr	1097.74096471095	935.189749969101	892.438887630841	1495.28930387641	1423.99788198164	1404.48603044273	1208.19046976861	-0.563983238195137	0.0882532756679924	-6.39050770553644	1.65335872445326e-10	4.84110623036107e-08
ENSMUSG00000055639	Dach1	3337.72590621574	3280.25716266875	2990.10071032584	2305.14828840058	2301.17362246972	2516.21134881769	2788.43617314972	0.431469579436626	0.0676821423237499	6.37493974958328	1.83034893908728e-10	5.24531273629075e-08
ENSMUSG00000009470	Tnpo1	4419.57293803995	5129.9031675668	4439.23781081965	3385.31782140169	3595.63811958245	3394.49348502098	4060.69389040525	0.430586996851523	0.0677331825272784	6.35710564283779	2.05590609205297e-10	5.76895815705446e-08
ENSMUSG00000022010	Tsc22d1	8502.19449888097	8775.72458489091	7872.21012347462	10566.7825914537	10724.3210452537	10528.8615565546	9495.01573341809	-0.339610431480206	0.0537040917530008	-6.32373475455396	2.55315838387287e-10	7.01805923926199e-08
ENSMUSG00000048450	Msx1	4659.04152686685	6039.9944761715	5371.85079628596	7182.53743095871	7447.7349541738	8024.1310199749	6454.21503407195	-0.495481141150007	0.0784670341689935	-6.31451343098931	2.71012787130589e-10	7.30054245972381e-08
ENSMUSG00000051243	Islr2	328.47461299266	235.707101509132	221.914064234035	566.36495871359	441.630600761094	528.117362945767	387.034783526046	-0.96638128078136	0.153203947989123	-6.30780925338798	2.83012699107225e-10	7.47430989073571e-08
ENSMUSG00000017897	Eya2	190.727194640899	312.093662183387	232.435851762373	483.770068901192	518.133539475614	443.924739867456	363.514176138487	-0.977409439613323	0.156311636646488	-6.25295378247378	4.02761358964303e-10	1.023545800734e-07
