gene_id	gene_short_name	E12.5_PFL_WT_RNAseq_rep1	E12.5_PFL_WT_RNAseq_rep2	E12.5_PFL_WT_RNAseq_rep3	E12.5_PFL_DelCBS1.5_RNAseq_rep1	E12.5_PFL_DelCBS1.5_RNAseq_rep2	E12.5_PFL_DelCBS1.5_RNAseq_rep3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000052187	Hbb-y	22102.9689455693	19527.3075481133	20748.2863016728	28623.6088123383	29524.323145185	29293.8768983043	24970.0619418639	-0.48741481609489	0.0539372175572387	-9.03670671512931	1.61462852953702e-19	2.19831674296465e-15
ENSMUSG00000101174	Hoxd4	325.755123814753	273.306910663748	310.874210954198	138.551692505864	152.852788808759	114.974912493872	219.385939873533	1.15461972000065	0.165296636741836	6.98513740363613	2.84577326442778e-12	1.93726014975921e-08
ENSMUSG00000032221	Mns1	328.980422070345	353.842489354633	374.35603180971	608.846874110278	562.991948842199	568.693115561088	466.285146958042	-0.718351854358699	0.111487600948304	-6.44333404117102	1.16877061832963e-10	5.30427065618596e-07
ENSMUSG00000043342	Hoxd9	939.636891795691	918.448301666264	912.084396703459	654.70553289743	643.690626163594	595.891481957488	777.409538530654	0.546189738521239	0.0893145588425593	6.11534945253487	9.63456007418197e-10	3.27936338524969e-06
ENSMUSG00000035455	Fignl1	726.767206926644	667.417189363824	681.496018007702	969.861847541051	1173.45370787345	904.963827371122	853.993299513966	-0.557273699777732	0.103843445061721	-5.36647931361009	8.02884041014474e-08	0.000218625324368241
ENSMUSG00000027102	Hoxd8	488.095136012865	530.335353294233	469.578763092978	300.520572477509	345.580218176325	315.253792321907	408.227305895969	0.630157250877819	0.120073201839342	5.24810899705138	1.53668375824854e-07	0.000348699156142564
ENSMUSG00000079277	Hoxd3	122.561333712481	98.527569675019	141.90054073585	56.5915363756348	31.3300747247767	49.4515752661815	83.393771748324	1.40531310984844	0.277178824379319	5.07005942100856	3.97691517948777e-07	0.000773510002410371
ENSMUSG00000027395	Polr1b	607.431171469755	557.751720508151	691.76513608727	890.828839844044	843.063828957628	840.676779525086	738.586246065322	-0.4723163066082	0.100461717112635	-4.70145564084528	2.58313385023109e-06	0.00439617092136204
ENSMUSG00000037902	Sirpa	856.854236568839	920.161824617134	769.250299778557	611.7740225435	574.384703287573	661.414819185178	732.306650996797	0.465271375586873	0.101405952687105	4.58820575378352	4.47071892256585e-06	0.00676320423674822
ENSMUSG00000026532	Spta1	121.486234293951	122.516890987198	160.571664516883	365.893554152811	239.24784335284	187.91598601149	199.605362219195	-0.974325355765684	0.218739237566827	-4.45427791832738	8.41760070907221e-06	0.0114242895472389
ENSMUSG00000027342	Pcna	1012.74365225577	897.886026255825	1266.83574854308	1556.26725032996	1572.20011346152	1321.5933489887	1271.25435663914	-0.487354325654501	0.110247077395471	-4.42056458246321	9.84433579269878e-06	0.0114242895472389
ENSMUSG00000051048	P4ha3	958.988681329241	862.758805762992	633.884652366068	567.866796045163	503.179988003989	576.110851851015	683.798295893078	0.576168358337913	0.130482270304804	4.41568311918542	1.00691498029281e-05	0.0114242895472389
ENSMUSG00000025375	Aatk	609.581370306816	532.048876245103	578.804837212021	357.112108853144	336.086256138514	475.971411936997	481.600810115432	0.562003419264666	0.131921461580013	4.2601363912558	2.04302194289353e-05	0.021396725963458
ENSMUSG00000104346	Pcdhga3	123.636433131012	149.933258201116	145.634765492057	60.4944009532648	90.1926393592057	65.5233372276905	105.902472394058	0.952695485202053	0.231554623136373	4.11434447862855	3.88281232257535e-05	0.0377603498370453
ENSMUSG00000028332	Hemgn	44.0790761597521	12.8514221315242	37.3422475620659	139.527408650272	91.1420355629868	51.9241540294906	62.8110573493486	-1.60193302046353	0.401037783812584	-3.99446906282565	6.48393867157445e-05	0.05770655282543
ENSMUSG00000034248	Slc25a37	883.731722032103	651.995482805995	862.605918683721	1267.45527158534	1130.7308787033	944.525087584067	956.840726899088	-0.4822681273567	0.121056601771359	-3.98382343713535	6.78152658984121e-05	0.05770655282543
ENSMUSG00000027562	Car2	244.047568006432	139.652120495896	270.731294824977	413.703645228778	445.266819573342	283.110268398889	299.418619421386	-0.809470132988347	0.206335954865148	-3.92306873282158	8.74281958891564e-05	0.0700196992371096
ENSMUSG00000020415	Pttg1	549.375802869105	672.557758216434	437.837852665222	347.354947409069	313.300747247767	440.119019869016	460.091021379435	0.597421485462033	0.155295168026352	3.84700627234363	0.000119569909479673	0.077521157979321
ENSMUSG00000036040	Adamtsl2	647.209849955384	693.976795102308	524.658578247025	404.922199929111	431.975272720406	498.224620806779	533.494552793502	0.485979216909271	0.125530079986015	3.87141645224326	0.000108204745153839	0.077521157979321
ENSMUSG00000037376	Trmt6	540.775007520861	471.218811489221	582.539061968227	763.010024926662	742.42783135683	639.161610315397	623.1887245962	-0.430841330699474	0.11165543927982	-3.85866853848241	0.000114006434785457	0.077521157979321
ENSMUSG00000047907	Tshz2	1979.25802951472	1840.32364923427	1854.04259145657	1437.22988071224	1499.09660577038	1685.06242719514	1715.83553064722	0.29719428793221	0.0771513793856203	3.85209299300749	0.000117112528869312	0.077521157979321
ENSMUSG00000022485	Hoxc5	62.3557662747713	35.9839819682678	76.551607502235	240.026171524244	88.2938469516434	98.9031505323631	100.352420792254	-1.29502507708874	0.344890897528697	-3.75488331634205	0.0001734222508108	0.107324724763138
ENSMUSG00000027353	Mcm8	327.905322651814	298.152993451362	359.419132784884	483.955207626118	471.849913279213	409.211785327652	391.749059186841	-0.473405182782179	0.126468181675093	-3.7432750001767	0.000181637250492318	0.107521355019692
ENSMUSG00000019916	P4ha1	2143.74824054989	1971.40815497581	1728.0125059346	1615.78593513881	1493.40022854769	1603.46732800594	1759.30373219212	0.309951015014893	0.0833837677551224	3.71716250487916	0.000201472859878765	0.111014528853311
ENSMUSG00000021061	Sptb	199.96849184668	111.378991806543	182.043456865071	290.763411033434	335.136859934733	213.878063026235	222.194879085449	-0.775953929031759	0.209439082422558	-3.70491467044445	0.000211461906893911	0.111014528853311
ENSMUSG00000027254	Map1a	647.209849955384	842.196530352554	709.502703679251	550.303905445828	525.016100690955	578.583430614324	642.135420123049	0.414319556568817	0.111849159553179	3.7042706286213	0.000211999834754763	0.111014528853311
ENSMUSG00000001348	Acp5	77.4071581341988	39.4110278700076	67.2160456117185	127.818814917382	128.16848751045	97.6668611507086	89.6147325324109	-0.955335333848633	0.269640709223408	-3.54299369928263	0.000395612154267607	0.181206228952
ENSMUSG00000017721	Pigt	1536.31706908014	1686.96334513141	1113.73253353861	1141.58788895677	1062.37435203106	1055.79113193298	1266.12772011183	0.411781414040285	0.116220707416229	3.54309849935386	0.000395454968152109	0.181206228952
ENSMUSG00000021756	Il6st	4270.2948904033	4437.16768127759	3610.06178306272	3187.66464377929	3278.26509165618	3661.88914846074	3740.8905397733	0.283108226718851	0.0795102966987372	3.5606486011685	0.000369939882161173	0.181206228952
ENSMUSG00000038241	Cep250	2131.92214694606	1848.89126398862	2569.14663227013	2981.78853730931	2682.04427568164	2627.11493601589	2473.48463203528	-0.340646642150292	0.0962126521787401	-3.54055973342729	0.000399279241172236	0.181206228952
ENSMUSG00000000876	Pxmp4	393.486387182177	433.521306570084	318.342660466611	264.419075134431	273.42610668896	276.928821490617	326.687392922147	0.492459365281818	0.141846675215169	3.47177235232901	0.000517034576610148	0.20704193413374
ENSMUSG00000028364	Tnc	5344.31920951531	4627.36872882415	5106.55235411251	4015.07193423685	4033.03507366216	4628.66744491459	4625.8357908776	0.250676448359585	0.071898527969643	3.48653102418767	0.000489328623532086	0.20704193413374
ENSMUSG00000049907	Rasl11b	1583.62144349548	1851.46154841492	1500.224795806	1352.34257614879	1265.54513964022	1388.35297559805	1490.25807985058	0.302459645560427	0.0870400737869509	3.47494702613375	0.000510954242202929	0.20704193413374
ENSMUSG00000050211	Pla2g4e	3.22529825559162	31.7001745910931	15.870455213878	0	0.949396203781112	2.47257876330908	9.03631717127548	3.99719187838675	1.14654007276194	3.48630804395505	0.000489736713022765	0.20704193413374
ENSMUSG00000038156	Spon1	776.221780179049	511.486600834664	423.834509829447	368.820702586034	368.365727067072	409.211785327652	476.32351763732	0.576829322726882	0.167068197712979	3.45265784046984	0.000555092614988035	0.215931027230346
ENSMUSG00000051910	Sox6	1614.79932663287	1626.99004185097	1644.926005109	1264.52812315212	1215.22714083982	1518.16336067177	1480.77233304276	0.292227630033971	0.0858426867880573	3.40422278202301	0.000663526127288616	0.250941895084292
ENSMUSG00000028273	Pdlim5	438.64056276046	639.144060674471	480.781437361598	346.379231264661	357.922368825479	420.338389762543	447.201008441535	0.476035134208113	0.143242100628039	3.32329065352265	0.000889621685707091	0.327356736510866
ENSMUSG00000024841	Eif1ad	955.763383073649	943.294384453878	1194.01836579706	1235.25663881989	1304.47038399525	1311.70303393547	1157.41769834586	-0.315804527556978	0.0953000710171162	-3.31379110410378	0.000920402425408033	0.329770500577115
ENSMUSG00000002602	Axl	2536.15952831354	2767.33956565488	2435.64809723575	2094.86256204289	2120.00172304322	2345.24095699866	2383.20873888149	0.239963708868993	0.0726919077887343	3.3011062189536	0.000963044156478224	0.336201184370539
